,index,q95,rodada,y_pred_LinearRegression
4,43,1.3317,20,3.099433418876302
5,68,14.04103499999995,20,17.449900980095734
6,141,806.112,20,775.7432697875963
7,106,64.84307000000018,20,34.159226668162496
8,75,16.5676,20,18.473930108734677
9,16,4.3194,20,6.919927594821331
10,123,22.3438,20,26.596142187435234
11,85,72.7823,20,110.27217731178582
12,129,91.2264,20,87.37842342249233
13,115,100.569,20,66.97386092905731
14,4,30.2281,20,16.1830590795211
15,104,60.6356,20,29.523160888880653
16,26,0.0785,20,4.432863516021698
17,33,4.3,20,4.043476269670904
18,88,5.661469999999989,20,10.775498021527184
19,13,0.6751,20,4.487802543963966
20,50,1.4889,20,0.5830815672270688
21,71,1.5634,20,-1.8840197467353903
22,0,2.601039999999997,20,-3.4714777973962327
23,38,230.307,20,192.48561520539874
24,148,804.869,20,765.5470000598376
25,36,2.8698,20,-1.1986553271147642
26,96,539.255,20,509.0009858213773
27,58,49.4681,20,66.08491176446039
28,114,116.727,20,65.04948994094525
29,2,4.9898,20,-1.0149665555434382
0,111,30.2317,21,22.492592733968195
1,126,26.5578,21,30.2078111360358
2,141,806.112,21,792.4139341996173
3,127,92.2362,21,80.417111779541
4,54,8.7703,21,12.331601220916482
5,136,0.1093,21,-8.028630434489386
6,28,0.1309,21,9.195281744475707
7,103,35.2917,21,17.35286786580366
8,3,1.143840000000003,21,-0.562049618369926
9,87,3.9026,21,7.722886854476258
10,104,60.6356,21,31.106966225895107
11,36,2.8698,21,-1.0292885648100452
12,149,749.272,21,787.5850984195068
13,34,1.8049,21,-1.047657619782413
14,62,0.9316,21,-4.873861189885645
15,27,0.1986199999999995,21,9.807293069960025
16,26,0.0785,21,9.260609529596124
17,66,0.5634,21,-7.19988748636348
18,18,0.4606,21,-0.40643982260718303
19,133,155.102,21,89.02599014418676
20,2,4.9898,21,0.2953976576198869
21,49,0.5381,21,0.8226178159018076
22,130,23.9332,21,24.139664060639817
23,98,0.9242,21,1.888960956595497
24,144,0.0,21,-9.022430044207837
25,9,50.0127,21,47.65771457979374
26,121,25.9419,21,29.819972875567416
27,13,0.6751,21,8.31158152145828
28,134,0.0,21,-3.7009462641929503
29,77,1.0102,21,-6.651537186323395
0,117,653.749,22,673.381074657371
1,100,0.0224,22,15.863359305868144
2,88,5.661469999999989,22,13.436604503250948
3,121,25.9419,22,33.190657264885
4,91,2.2008,22,-6.7684407675349405
5,135,0.0813,22,3.803932565941821
6,25,0.036,22,8.84420722328646
7,139,0.0,22,12.73750439049276
8,76,0.9202,22,-4.4646591330799055
9,5,0.4344,22,-4.151392058579134
10,13,0.6751,22,8.041383703010297
11,7,44.5338,22,34.11102647671718
12,60,0.265,22,-3.8659860719683365
13,45,1.523,22,5.737828003831851
14,137,893.539,22,799.0324706683183
15,108,521.196,22,601.5417443245298
16,81,60.9434,22,94.50187699867195
17,46,21.8598,22,21.801967534689595
18,42,11.5124,22,10.801798254128684
19,79,19.0626,22,23.866286312045432
20,14,3.1201,22,11.103398676490684
21,85,72.7823,22,113.47587067620998
22,87,3.9026,22,9.992842386889464
23,49,0.5381,22,0.8551124005720965
24,131,65.8824,22,43.719832819972645
25,129,91.2264,22,91.16650005093567
26,71,1.5634,22,-0.564410628330748
27,113,37.4758,22,31.373214649409917
28,105,3.8259,22,10.802864863976538
29,64,1.3146,22,-2.753573558675214
0,2,4.9898,23,0.6026242322814142
1,0,2.601039999999997,23,-1.5651433309244993
2,74,14.6056,23,17.01333600453181
3,37,9.669585,23,7.817294102790612
4,64,1.3146,23,-4.845128233248971
5,149,749.272,23,814.1366066188389
6,126,26.5578,23,32.05361812778162
7,31,2.27,23,-0.43902939413584363
8,123,22.3438,23,28.431373645489458
9,47,0.98,23,-0.3361336648555806
10,13,0.6751,23,5.915045047810352
11,130,23.9332,23,27.502239750921646
12,134,0.0,23,-1.640625869613288
13,24,19.7695,23,24.261520514954427
14,68,14.04103499999995,23,17.523767171152528
15,35,267.5,23,159.52872135074284
16,147,0.0,23,34.286294300723014
17,120,12.7955,23,22.93517537585805
18,133,155.102,23,91.08643138819228
19,41,3.4419,23,5.1059714498607605
20,115,100.569,23,69.53172044912382
21,142,0.0,23,3.138662218746532
22,112,38.6483,23,25.077490394588466
23,29,0.2903,23,6.038326216781343
24,46,21.8598,23,19.099092702564306
25,145,710.2378499999994,23,805.3211954746821
26,103,35.2917,23,17.649413361538564
27,84,6.2164,23,1.423404160013078
28,89,14.256,23,33.9580953383323
29,16,4.3194,23,7.3058184221567615
0,23,16.2733,24,18.897776361479202
